A1BG	ENSG00000121410
DDX60L	ENSG00000181381
DEAF1	ENSG00000177030
DECR1	ENSG00000104325
DECR2	ENSG00000242612
DEDD	ENSG00000158796
DEDD2	ENSG00000160570
DEF6	ENSG00000023892
DEF8	ENSG00000140995
DEFA4	ENSG00000164821
DEFA5	ENSG00000164816
DEFA6	ENSG00000164822
DEFB1	ENSG00000164825
DEFB108B	ENSG00000184276
DEFB110	ENSG00000203970
DEFB112	ENSG00000180872
DEFB113	ENSG00000214642
DEFB114	ENSG00000177684
DEFB115	ENSG00000215547
DEFB116	ENSG00000215545
DEFB118	ENSG00000131068
DEFB119	ENSG00000180483
DEFB121	ENSG00000204548
DEFB123	ENSG00000180424
DEFB124	ENSG00000180383
DEFB125	ENSG00000178591
DEFB126	ENSG00000125788
DEFB127	ENSG00000088782
DEFB128	ENSG00000185982
DEFB129	ENSG00000125903
DEFB131A	ENSG00000186146
DEFB132	ENSG00000186458
DEFB134	ENSG00000205882
DEFB135	ENSG00000205883
DEFB136	ENSG00000205884
DEGS1	ENSG00000143753
DEGS2	ENSG00000168350
DEK	ENSG00000124795
DELE1	ENSG00000081791
DENND10	ENSG00000119979
DENND11	ENSG00000257093
DENND1A	ENSG00000119522
DENND1B	ENSG00000213047
DENND1C	ENSG00000205744
DENND2A	ENSG00000146966
DENND2B	ENSG00000166444
DENND2C	ENSG00000175984
DENND2D	ENSG00000162777
DENND3	ENSG00000105339
DENND4A	ENSG00000174485
DENND4B	ENSG00000198837
DENND4C	ENSG00000137145
DENND5A	ENSG00000184014
DENND5B	ENSG00000170456
DENND6A	ENSG00000174839
DENND6B	ENSG00000205593
DENR	ENSG00000139726
DEPDC1	ENSG00000024526
DEPDC1B	ENSG00000035499
DEPDC4	ENSG00000166153
DEPDC5	ENSG00000100150
DEPDC7	ENSG00000121690
DEPP1	ENSG00000165507
DEPTOR	ENSG00000155792
DERA	ENSG00000023697
DERL1	ENSG00000136986
DERL2	ENSG00000072849
DERL3	ENSG00000099958
DES	ENSG00000175084
DESI1	ENSG00000100418
DESI2	ENSG00000121644
DET1	ENSG00000140543
DEUP1	ENSG00000165325
DFFA	ENSG00000160049
DFFB	ENSG00000169598
DGAT1	ENSG00000185000
DGAT2	ENSG00000062282
DGAT2L6	ENSG00000184210
DGCR2	ENSG00000070413
DGCR6	ENSG00000183628
DGCR6L	ENSG00000128185
DGCR8	ENSG00000128191
DGKA	ENSG00000065357
DGKB	ENSG00000136267
DGKD	ENSG00000077044
DGKE	ENSG00000153933
DGKG	ENSG00000058866
DGKH	ENSG00000102780
DGKI	ENSG00000157680
DGKQ	ENSG00000145214
DGKZ	ENSG00000149091
DGLUCY	ENSG00000133943
DGUOK	ENSG00000114956
DHCR24	ENSG00000116133
DHCR7	ENSG00000172893
DHDDS	ENSG00000117682
DHDH	ENSG00000104808
DHFR	ENSG00000228716
DHFR2	ENSG00000178700
DHH	ENSG00000139549
DHODH	ENSG00000102967
DHPS	ENSG00000095059
DHRS1	ENSG00000157379
DHRS11	ENSG00000278535
DHRS12	ENSG00000102796
DHRS13	ENSG00000167536
DHRS2	ENSG00000100867
DHRS3	ENSG00000162496
DHRS4	ENSG00000157326
DHRS4L2	ENSG00000187630
DHRS7	ENSG00000100612
DHRS7B	ENSG00000109016
DHRS7C	ENSG00000184544
DHRS9	ENSG00000073737
DHTKD1	ENSG00000181192
DHX15	ENSG00000109606
DHX16	ENSG00000204560
DHX29	ENSG00000067248
DHX30	ENSG00000132153
DHX32	ENSG00000089876
DHX33	ENSG00000005100
DHX34	ENSG00000134815
DHX35	ENSG00000101452
DHX36	ENSG00000174953
DHX37	ENSG00000150990
DHX38	ENSG00000140829
DHX40	ENSG00000108406
DHX57	ENSG00000163214
DHX58	ENSG00000108771
DHX8	ENSG00000067596
DHX9	ENSG00000135829
DIABLO	ENSG00000184047
DIAPH1	ENSG00000131504
DIAPH2	ENSG00000147202
DIAPH3	ENSG00000139734
DICER1	ENSG00000100697
DIDO1	ENSG00000101191
DIMT1	ENSG00000086189
DIO1	ENSG00000211452
DIO2	ENSG00000211448
DIO3	ENSG00000197406
DIP2A	ENSG00000160305
DIP2B	ENSG00000066084
DIP2C	ENSG00000151240
DIPK1A	ENSG00000154511
DIPK1B	ENSG00000165716
DIPK1C	ENSG00000187773
DIPK2A	ENSG00000181744
DIPK2B	ENSG00000147113
DIRAS1	ENSG00000176490
DIRAS2	ENSG00000165023
DIRAS3	ENSG00000162595
DIS3	ENSG00000083520
DIS3L	ENSG00000166938
DIS3L2	ENSG00000144535
DISC1	ENSG00000162946
DISP1	ENSG00000154309
DISP2	ENSG00000140323
DISP3	ENSG00000204624
DIXDC1	ENSG00000150764
DKC1	ENSG00000130826
DKK1	ENSG00000107984
DKK2	ENSG00000155011
DKK3	ENSG00000050165
DKK4	ENSG00000104371
DKKL1	ENSG00000104901
DLAT	ENSG00000150768
DLC1	ENSG00000164741
DLD	ENSG00000091140
DLEC1	ENSG00000008226
DLEU7	ENSG00000186047
DLG1	ENSG00000075711
DLG2	ENSG00000150672
DLG3	ENSG00000082458
DLG4	ENSG00000132535
DLG5	ENSG00000151208
DLGAP1	ENSG00000170579
DLGAP2	ENSG00000198010
DLGAP3	ENSG00000116544
DLGAP4	ENSG00000080845
DLGAP5	ENSG00000126787
DLK1	ENSG00000185559
DLK2	ENSG00000171462
DLL1	ENSG00000198719
DLL3	ENSG00000090932
DLL4	ENSG00000128917
DLST	ENSG00000119689
DLX1	ENSG00000144355
DLX2	ENSG00000115844
DLX3	ENSG00000064195
DLX4	ENSG00000108813
DLX5	ENSG00000105880
DLX6	ENSG00000006377
DMAC1	ENSG00000137038
DMAC2	ENSG00000105341
DMAC2L	ENSG00000125375
DMAP1	ENSG00000178028
DMBT1	ENSG00000187908
DMBX1	ENSG00000197587
DMC1	ENSG00000100206
DMD	ENSG00000198947
DMGDH	ENSG00000132837
DMKN	ENSG00000161249
DMP1	ENSG00000152592
DMPK	ENSG00000104936
DMRT1	ENSG00000137090
DMRT2	ENSG00000173253
DMRT3	ENSG00000064218
DMRTA1	ENSG00000176399
DMRTA2	ENSG00000142700
DMRTB1	ENSG00000143006
DMRTC2	ENSG00000142025
DMTF1	ENSG00000135164
DMTN	ENSG00000158856
DMWD	ENSG00000185800
DMXL1	ENSG00000172869
DMXL2	ENSG00000104093
DNAAF1	ENSG00000154099
DNAAF10	ENSG00000243667
DNAAF11	ENSG00000129295
DNAAF2	ENSG00000165506
DNAAF3	ENSG00000167646
DNAAF4	ENSG00000256061
DNAAF5	ENSG00000164818
DNAAF6	ENSG00000080572
DNAAF8	ENSG00000166246
DNAAF9	ENSG00000088854
DNAH1	ENSG00000114841
DNAH10	ENSG00000197653
DNAH11	ENSG00000105877
DNAH12	ENSG00000174844
DNAH14	ENSG00000185842
DNAH2	ENSG00000183914
DNAH3	ENSG00000158486
DNAH5	ENSG00000039139
DNAH6	ENSG00000115423
DNAH7	ENSG00000118997
DNAH9	ENSG00000007174
DNAI1	ENSG00000122735
DNAI2	ENSG00000171595
DNAI3	ENSG00000162643
DNAI4	ENSG00000152763
DNAI7	ENSG00000118307
DNAJA1	ENSG00000086061
DNAJA2	ENSG00000069345
DNAJA3	ENSG00000103423
DNAJA4	ENSG00000140403
DNAJB1	ENSG00000132002
DNAJB11	ENSG00000090520
DNAJB12	ENSG00000148719
DNAJB13	ENSG00000187726
DNAJB14	ENSG00000164031
DNAJB2	ENSG00000135924
DNAJB4	ENSG00000162616
DNAJB5	ENSG00000137094
DNAJB6	ENSG00000105993
DNAJB7	ENSG00000172404
DNAJB8	ENSG00000179407
DNAJB9	ENSG00000128590
DNAJC1	ENSG00000136770
DNAJC10	ENSG00000077232
DNAJC11	ENSG00000007923
DNAJC12	ENSG00000108176
DNAJC13	ENSG00000138246
DNAJC14	ENSG00000135392
DNAJC15	ENSG00000120675
DNAJC16	ENSG00000116138
DNAJC17	ENSG00000104129
DNAJC18	ENSG00000170464
DNAJC19	ENSG00000205981
DNAJC2	ENSG00000105821
DNAJC21	ENSG00000168724
DNAJC22	ENSG00000178401
DNAJC24	ENSG00000170946
DNAJC25	ENSG00000059769
DNAJC27	ENSG00000115137
DNAJC28	ENSG00000177692
DNAJC3	ENSG00000102580
DNAJC30	ENSG00000176410
DNAJC4	ENSG00000110011
DNAJC5	ENSG00000101152
DNAJC5B	ENSG00000147570
DNAJC5G	ENSG00000163793
DNAJC6	ENSG00000116675
DNAJC7	ENSG00000168259
DNAJC8	ENSG00000126698
DNAJC9	ENSG00000213551
DNAL1	ENSG00000119661
DNAL4	ENSG00000100246
DNALI1	ENSG00000163879
DNASE1	ENSG00000213918
DNASE1L1	ENSG00000013563
DNASE1L2	ENSG00000167968
DNASE1L3	ENSG00000163687
DNASE2	ENSG00000105612
DNASE2B	ENSG00000137976
DND1	ENSG00000256453
DNER	ENSG00000187957
DNHD1	ENSG00000179532
DNLZ	ENSG00000213221
DNM1	ENSG00000106976
DNM1L	ENSG00000087470
DNM2	ENSG00000079805
DNM3	ENSG00000197959
DNMBP	ENSG00000107554
DNMT1	ENSG00000130816
DNMT3A	ENSG00000119772
DNMT3B	ENSG00000088305
DNMT3L	ENSG00000142182
DNPEP	ENSG00000123992
DNPH1	ENSG00000112667
DNTT	ENSG00000107447
DNTTIP1	ENSG00000101457
DNTTIP2	ENSG00000067334
DOC2A	ENSG00000149927
DOCK10	ENSG00000135905
DOCK11	ENSG00000147251
DOCK2	ENSG00000134516
DOCK3	ENSG00000088538
DOCK4	ENSG00000128512
DOCK5	ENSG00000147459
DOCK6	ENSG00000130158
DOCK7	ENSG00000116641
DOCK8	ENSG00000107099
DOCK9	ENSG00000088387
DOHH	ENSG00000129932
DOK1	ENSG00000115325
DOK2	ENSG00000147443
DOK3	ENSG00000146094
DOK4	ENSG00000125170
DOK5	ENSG00000101134
DOK6	ENSG00000206052
DOK7	ENSG00000175920
DOLK	ENSG00000175283
DOLPP1	ENSG00000167130
DONSON	ENSG00000159147
DOP1A	ENSG00000083097
DOP1B	ENSG00000142197
DOT1L	ENSG00000104885
DPAGT1	ENSG00000172269
DPCD	ENSG00000166171
DPEP1	ENSG00000015413
DPEP2	ENSG00000167261
DPEP3	ENSG00000141096
DPF1	ENSG00000011332
DPF2	ENSG00000133884
DPF3	ENSG00000205683
DPH1	ENSG00000108963
DPH2	ENSG00000132768
DPH3	ENSG00000154813
DPH5	ENSG00000117543
DPH6	ENSG00000134146
DPH7	ENSG00000148399
DPM1	ENSG00000000419
DPM2	ENSG00000136908
DPM3	ENSG00000179085
DPP10	ENSG00000175497
DPP3	ENSG00000254986
DPP4	ENSG00000197635
DPP7	ENSG00000176978
DPP8	ENSG00000074603
DPP9	ENSG00000142002
DPPA2	ENSG00000163530
DPPA3	ENSG00000187569
DPPA4	ENSG00000121570
DPPA5	ENSG00000203909
DPRX	ENSG00000204595
DPT	ENSG00000143196
DPY19L1	ENSG00000173852
DPY19L2	ENSG00000177990
DPY19L3	ENSG00000178904
DPY19L4	ENSG00000156162
DPY30	ENSG00000162961
DPYD	ENSG00000188641
DPYS	ENSG00000147647
DPYSL2	ENSG00000092964
DPYSL3	ENSG00000113657
DPYSL4	ENSG00000151640
DPYSL5	ENSG00000157851
DQX1	ENSG00000144045
DR1	ENSG00000117505
DRAM1	ENSG00000136048
DRAM2	ENSG00000156171
DRAP1	ENSG00000175550
DRAXIN	ENSG00000162490
DRC1	ENSG00000157856
DRC3	ENSG00000171962
DRC7	ENSG00000159625
DRD1	ENSG00000184845
DRD2	ENSG00000149295
DRD3	ENSG00000151577
DRD4	ENSG00000069696
DRD5	ENSG00000169676
DRG1	ENSG00000185721
DRG2	ENSG00000108591
DRGX	ENSG00000165606
DRICH1	ENSG00000189269
DROSHA	ENSG00000113360
DRP2	ENSG00000102385
DSC1	ENSG00000134765
DSC2	ENSG00000134755
DSC3	ENSG00000134762
DSCAM	ENSG00000171587
DSCAML1	ENSG00000177103
DSCC1	ENSG00000136982
DSE	ENSG00000111817
DSEL	ENSG00000171451
DSG1	ENSG00000134760
DSG2	ENSG00000046604
DSG3	ENSG00000134757
DSG4	ENSG00000175065
DSN1	ENSG00000149636
DSP	ENSG00000096696
DSPP	ENSG00000152591
DST	ENSG00000151914
DSTN	ENSG00000125868
DSTYK	ENSG00000133059
DTD1	ENSG00000125821
DTD2	ENSG00000129480
DTHD1	ENSG00000197057
DTL	ENSG00000143476
DTNA	ENSG00000134769
DTNB	ENSG00000138101
DTNBP1	ENSG00000047579
DTWD1	ENSG00000104047
DTWD2	ENSG00000169570
DTX1	ENSG00000135144
DTX2	ENSG00000091073
DTX3	ENSG00000178498
DTX3L	ENSG00000163840
DTX4	ENSG00000110042
DTYMK	ENSG00000168393
DUOX1	ENSG00000137857
DUOX2	ENSG00000140279
DUOXA1	ENSG00000140254
DUOXA2	ENSG00000140274
DUS1L	ENSG00000169718
DUS2	ENSG00000167264
DUS3L	ENSG00000141994
DUS4L	ENSG00000105865
DUSP1	ENSG00000120129
DUSP10	ENSG00000143507
DUSP12	ENSG00000081721
DUSP13	ENSG00000079393
DUSP14	ENSG00000276023
DUSP15	ENSG00000149599
DUSP16	ENSG00000111266
DUSP18	ENSG00000167065
DUSP19	ENSG00000162999
DUSP2	ENSG00000158050
DUSP21	ENSG00000189037
DUSP22	ENSG00000112679
DUSP23	ENSG00000158716
DUSP26	ENSG00000133878
DUSP28	ENSG00000188542
DUSP29	ENSG00000188716
DUSP3	ENSG00000108861
DUSP4	ENSG00000120875
DUSP5	ENSG00000138166
DUSP6	ENSG00000139318
DUSP7	ENSG00000164086
DUSP8	ENSG00000184545
DUSP9	ENSG00000130829
DUT	ENSG00000128951
DUXA	ENSG00000258873
DVL1	ENSG00000107404
DVL2	ENSG00000004975
DVL3	ENSG00000161202
DXO	ENSG00000204348
DYDC1	ENSG00000170788
DYDC2	ENSG00000133665
DYM	ENSG00000141627
DYNAP	ENSG00000178690
DYNC1H1	ENSG00000197102
DYNC1I1	ENSG00000158560
DYNC1I2	ENSG00000077380
DYNC1LI1	ENSG00000144635
DYNC1LI2	ENSG00000135720
DYNC2H1	ENSG00000187240
DYNC2I1	ENSG00000126870
DYNC2I2	ENSG00000119333
DYNC2LI1	ENSG00000138036
DYNLL1	ENSG00000088986
DYNLL2	ENSG00000264364
DYNLRB1	ENSG00000125971
DYNLRB2	ENSG00000168589
DYNLT1	ENSG00000146425
DYNLT2	ENSG00000184786
DYNLT2B	ENSG00000213123
DYNLT3	ENSG00000165169
DYNLT4	ENSG00000188396
DYNLT5	ENSG00000152760
DYRK1A	ENSG00000157540
DYRK1B	ENSG00000105204
DYRK2	ENSG00000127334
DYRK3	ENSG00000143479
DYRK4	ENSG00000010219
DYSF	ENSG00000135636
DYTN	ENSG00000232125
DZANK1	ENSG00000089091
DZIP1	ENSG00000134874
DZIP1L	ENSG00000158163
DZIP3	ENSG00000198919
E2F1	ENSG00000101412
E2F2	ENSG00000007968
E2F3	ENSG00000112242
E2F4	ENSG00000205250
E2F5	ENSG00000133740
E2F6	ENSG00000169016
E2F7	ENSG00000165891
E2F8	ENSG00000129173
E4F1	ENSG00000167967
EAF1	ENSG00000144597
EAF2	ENSG00000145088
EAPP	ENSG00000129518
EARS2	ENSG00000103356
EBAG9	ENSG00000147654
EBF1	ENSG00000164330
EBF2	ENSG00000221818
EBF3	ENSG00000108001
EBF4	ENSG00000088881
EBI3	ENSG00000105246
EBLN1	ENSG00000223601
EBLN2	ENSG00000255423
EBNA1BP2	ENSG00000117395
EBP	ENSG00000147155
EBPL	ENSG00000123179
ECD	ENSG00000122882
ECE1	ENSG00000117298
ECE2	ENSG00000145194
ECEL1	ENSG00000171551
ECH1	ENSG00000104823
ECHDC1	ENSG00000093144
ECHDC2	ENSG00000121310
ECHDC3	ENSG00000134463
ECHS1	ENSG00000127884
ECI1	ENSG00000167969
ECI2	ENSG00000198721
ECM1	ENSG00000143369
ECM2	ENSG00000106823
ECPAS	ENSG00000136813
ECRG4	ENSG00000119147
ECSIT	ENSG00000130159
ECT2	ENSG00000114346
ECT2L	ENSG00000203734
EDA	ENSG00000158813
EDA2R	ENSG00000131080
EDAR	ENSG00000135960
EDARADD	ENSG00000186197
EDC3	ENSG00000179151
EDC4	ENSG00000038358
EDDM3A	ENSG00000181562
EDDM3B	ENSG00000181552
EDEM1	ENSG00000134109
EDEM2	ENSG00000088298
EDEM3	ENSG00000116406
EDF1	ENSG00000107223
EDIL3	ENSG00000164176
EDN1	ENSG00000078401
EDN2	ENSG00000127129
EDN3	ENSG00000124205
EDNRA	ENSG00000151617
EDNRB	ENSG00000136160
EDRF1	ENSG00000107938
EEA1	ENSG00000102189
EED	ENSG00000074266
EEF1A1	ENSG00000156508
EEF1A2	ENSG00000101210
EEF1AKMT1	ENSG00000150456
EEF1AKMT2	ENSG00000203791
EEF1AKMT3	ENSG00000123427
EEF1AKMT4	ENSG00000284753
EEF1B2	ENSG00000114942
EEF1D	ENSG00000104529
EEF1E1	ENSG00000124802
EEF1G	ENSG00000254772
EEF2	ENSG00000167658
EEF2K	ENSG00000103319
EEF2KMT	ENSG00000118894
EEFSEC	ENSG00000132394
EEIG1	ENSG00000197889
EEPD1	ENSG00000122547
EFCAB11	ENSG00000140025
EFCAB12	ENSG00000172771
EFCAB13	ENSG00000178852
EFCAB14	ENSG00000159658
EFCAB2	ENSG00000203666
EFCAB3	ENSG00000172421
EFCAB5	ENSG00000176927
EFCAB6	ENSG00000186976
EFCAB7	ENSG00000203965
EFCAB9	ENSG00000214360
EFCC1	ENSG00000114654
EFEMP1	ENSG00000115380
EFEMP2	ENSG00000172638
EFHB	ENSG00000163576
EFHC1	ENSG00000096093
EFHC2	ENSG00000183690
EFHD1	ENSG00000115468
EFHD2	ENSG00000142634
EFL1	ENSG00000140598
EFNA1	ENSG00000169242
EFNA2	ENSG00000099617
EFNA3	ENSG00000143590
EFNA4	ENSG00000243364
EFNA5	ENSG00000184349
EFNB1	ENSG00000090776
EFNB2	ENSG00000125266
EFNB3	ENSG00000108947
EFR3A	ENSG00000132294
EFR3B	ENSG00000084710
EFS	ENSG00000100842
EFTUD2	ENSG00000108883
EGF	ENSG00000138798
EGFL6	ENSG00000198759
EGFL7	ENSG00000172889
EGFL8	ENSG00000241404
EGFLAM	ENSG00000164318
EGFR	ENSG00000146648
EGLN1	ENSG00000135766
EGLN2	ENSG00000269858
EGLN3	ENSG00000129521
EGR1	ENSG00000120738
EGR2	ENSG00000122877
EGR3	ENSG00000179388
EGR4	ENSG00000135625
EHBP1	ENSG00000115504
EHBP1L1	ENSG00000173442
EHD1	ENSG00000110047
EHD2	ENSG00000024422
EHD3	ENSG00000013016
EHD4	ENSG00000103966
EHF	ENSG00000135373
EHHADH	ENSG00000113790
EHMT1	ENSG00000181090
EHMT2	ENSG00000204371
EID1	ENSG00000255302
EID2	ENSG00000176396
EID2B	ENSG00000176401
EID3	ENSG00000255150
EIF1	ENSG00000173812
EIF1AD	ENSG00000175376
EIF1AX	ENSG00000173674
EIF1AY	ENSG00000198692
EIF1B	ENSG00000114784
EIF2A	ENSG00000144895
EIF2AK1	ENSG00000086232
EIF2AK2	ENSG00000055332
EIF2AK3	ENSG00000172071
EIF2AK4	ENSG00000128829
EIF2B1	ENSG00000111361
EIF2B2	ENSG00000119718
EIF2B3	ENSG00000070785
EIF2B4	ENSG00000115211
EIF2B5	ENSG00000145191
EIF2D	ENSG00000143486
EIF2S1	ENSG00000134001
EIF2S2	ENSG00000125977
EIF2S3	ENSG00000130741
EIF3A	ENSG00000107581
EIF3B	ENSG00000106263
EIF3D	ENSG00000100353
EIF3E	ENSG00000104408
EIF3F	ENSG00000175390
EIF3G	ENSG00000130811
EIF3H	ENSG00000147677
EIF3I	ENSG00000084623
EIF3J	ENSG00000104131
EIF3K	ENSG00000178982
EIF3L	ENSG00000100129
EIF3M	ENSG00000149100
EIF4A1	ENSG00000161960
EIF4A2	ENSG00000156976
EIF4A3	ENSG00000141543
EIF4B	ENSG00000063046
EIF4E	ENSG00000151247
EIF4E1B	ENSG00000175766
EIF4E2	ENSG00000135930
EIF4E3	ENSG00000163412
EIF4EBP1	ENSG00000187840
EIF4EBP2	ENSG00000148730
EIF4EBP3	ENSG00000243056
EIF4ENIF1	ENSG00000184708
EIF4G1	ENSG00000114867
EIF4G2	ENSG00000110321
EIF4G3	ENSG00000075151
EIF4H	ENSG00000106682
EIF5	ENSG00000100664
EIF5A	ENSG00000132507
EIF5A2	ENSG00000163577
EIF5AL1	ENSG00000253626
EIF5B	ENSG00000158417
EIF6	ENSG00000242372
EIPR1	ENSG00000032389
ELAC1	ENSG00000141642
ELAC2	ENSG00000006744
ELANE	ENSG00000197561
ELAPOR1	ENSG00000116299
ELAPOR2	ENSG00000164659
ELAVL1	ENSG00000066044
ELAVL2	ENSG00000107105
ELAVL3	ENSG00000196361
ELAVL4	ENSG00000162374
ELF1	ENSG00000120690
ELF2	ENSG00000109381
ELF3	ENSG00000163435
ELF4	ENSG00000102034
ELF5	ENSG00000135374
ELFN1	ENSG00000225968
ELK1	ENSG00000126767
ELK3	ENSG00000111145
ELK4	ENSG00000158711
ELL	ENSG00000105656
ELL2	ENSG00000118985
ELL3	ENSG00000128886
ELMO1	ENSG00000155849
ELMO2	ENSG00000062598
ELMO3	ENSG00000102890
ELMOD1	ENSG00000110675
ELMOD2	ENSG00000179387
ELMOD3	ENSG00000115459
ELN	ENSG00000049540
ELOA	ENSG00000011007
ELOA2	ENSG00000206181
ELOB	ENSG00000103363
ELOC	ENSG00000154582
ELOF1	ENSG00000130165
ELOVL1	ENSG00000066322
ELOVL2	ENSG00000197977
ELOVL3	ENSG00000119915
ELOVL4	ENSG00000118402
ELOVL5	ENSG00000012660
ELOVL6	ENSG00000170522
ELOVL7	ENSG00000164181
ELP1	ENSG00000070061
ELP2	ENSG00000134759
ELP3	ENSG00000134014
ELP4	ENSG00000109911
ELP5	ENSG00000170291
ELP6	ENSG00000163832
ELSPBP1	ENSG00000169393
EMB	ENSG00000170571
EMC1	ENSG00000127463
EMC10	ENSG00000161671
EMC2	ENSG00000104412
EMC3	ENSG00000125037
EMC4	ENSG00000128463
EMC6	ENSG00000127774
EMC7	ENSG00000134153
EMC8	ENSG00000131148
EMC9	ENSG00000100908
EMCN	ENSG00000164035
EMD	ENSG00000102119
EME1	ENSG00000154920
EME2	ENSG00000197774
EMID1	ENSG00000186998
EMILIN1	ENSG00000138080
EMILIN2	ENSG00000132205
EMILIN3	ENSG00000183798
EML1	ENSG00000066629
EML2	ENSG00000125746
EML3	ENSG00000149499
EML4	ENSG00000143924
EML5	ENSG00000165521
EML6	ENSG00000214595
EMP1	ENSG00000134531
EMP2	ENSG00000213853
EMP3	ENSG00000142227
EMSY	ENSG00000158636
EMX1	ENSG00000135638
EMX2	ENSG00000170370
EN1	ENSG00000163064
EN2	ENSG00000164778
ENAH	ENSG00000154380
ENAM	ENSG00000132464
ENC1	ENSG00000171617
ENDOD1	ENSG00000149218
ENDOG	ENSG00000167136
ENDOU	ENSG00000111405
ENDOV	ENSG00000173818
ENG	ENSG00000106991
ENGASE	ENSG00000167280
ENHO	ENSG00000168913
ENKD1	ENSG00000124074
ENKUR	ENSG00000151023
ENO1	ENSG00000074800
ENO2	ENSG00000111674
ENO3	ENSG00000108515
ENOPH1	ENSG00000145293
ENOSF1	ENSG00000132199
ENOX1	ENSG00000120658
ENOX2	ENSG00000165675
ENPEP	ENSG00000138792
ENPP1	ENSG00000197594
ENPP2	ENSG00000136960
ENPP3	ENSG00000154269
ENPP4	ENSG00000001561
ENPP5	ENSG00000112796
ENPP6	ENSG00000164303
ENPP7	ENSG00000182156
ENSA	ENSG00000143420
ENTHD1	ENSG00000176177
ENTPD1	ENSG00000138185
ENTPD2	ENSG00000054179
ENTPD3	ENSG00000168032
ENTPD4	ENSG00000197217
ENTPD5	ENSG00000187097
ENTPD6	ENSG00000197586
ENTPD7	ENSG00000198018
ENTPD8	ENSG00000188833
ENTR1	ENSG00000165689
ENTREP1	ENSG00000135063
ENTREP2	ENSG00000104059
ENTREP3	ENSG00000160767
ENY2	ENSG00000120533
EOGT	ENSG00000163378
EOLA1	ENSG00000197620
EOLA2	ENSG00000197021
EOMES	ENSG00000163508
EP300	ENSG00000100393
EP400	ENSG00000183495
EPAS1	ENSG00000116016
EPB41	ENSG00000159023
EPB41L1	ENSG00000088367
EPB41L2	ENSG00000079819
EPB41L3	ENSG00000082397
EPB41L4A	ENSG00000129595
EPB41L4B	ENSG00000095203
EPB41L5	ENSG00000115109
EPB42	ENSG00000166947
EPC1	ENSG00000120616
EPC2	ENSG00000135999
EPCAM	ENSG00000119888
EPDR1	ENSG00000086289
EPG5	ENSG00000152223
EPGN	ENSG00000182585
EPHA1	ENSG00000146904
EPHA10	ENSG00000183317
EPHA2	ENSG00000142627
EPHA3	ENSG00000044524
EPHA4	ENSG00000116106
EPHA5	ENSG00000145242
EPHA6	ENSG00000080224
EPHA7	ENSG00000135333
EPHA8	ENSG00000070886
EPHB1	ENSG00000154928
EPHB2	ENSG00000133216
EPHB3	ENSG00000182580
EPHB4	ENSG00000196411
EPHB6	ENSG00000106123
EPHX1	ENSG00000143819
EPHX2	ENSG00000120915
EPHX3	ENSG00000105131
EPHX4	ENSG00000172031
EPM2A	ENSG00000112425
EPM2AIP1	ENSG00000178567
EPN1	ENSG00000063245
EPN2	ENSG00000072134
EPN3	ENSG00000049283
EPO	ENSG00000130427
EPOP	ENSG00000273604
EPOR	ENSG00000187266
EPPIN	ENSG00000101448
EPRS1	ENSG00000136628
EPS15	ENSG00000085832
EPS15L1	ENSG00000127527
EPS8	ENSG00000151491
EPS8L1	ENSG00000131037
EPS8L2	ENSG00000177106
EPS8L3	ENSG00000198758
EPSTI1	ENSG00000133106
EPX	ENSG00000121053
EPYC	ENSG00000083782
EQTN	ENSG00000120160
ERAL1	ENSG00000132591
ERAP1	ENSG00000164307
ERAP2	ENSG00000164308
ERAS	ENSG00000187682
ERBB2	ENSG00000141736
ERBB3	ENSG00000065361
ERBB4	ENSG00000178568
ERBIN	ENSG00000112851
ERC1	ENSG00000082805
ERC2	ENSG00000187672
ERCC1	ENSG00000012061
ERCC2	ENSG00000104884
ERCC3	ENSG00000163161
ERCC4	ENSG00000175595
ERCC5	ENSG00000134899
ERCC6	ENSG00000225830
ERCC6L	ENSG00000186871
ERCC6L2	ENSG00000182150
ERCC8	ENSG00000049167
EREG	ENSG00000124882
ERF	ENSG00000105722
ERG	ENSG00000157554
ERG28	ENSG00000133935
ERGIC1	ENSG00000113719
ERGIC2	ENSG00000087502
ERGIC3	ENSG00000125991
ERH	ENSG00000100632
ERI1	ENSG00000104626
ERI2	ENSG00000196678
ERI3	ENSG00000117419
ERICH1	ENSG00000104714
ERICH3	ENSG00000178965
ERICH4	ENSG00000204978
ERICH5	ENSG00000177459
ERICH6	ENSG00000163645
ERICH6B	ENSG00000165837
ERLEC1	ENSG00000068912
ERLIN1	ENSG00000107566
ERLIN2	ENSG00000147475
ERMAP	ENSG00000164010
ERMARD	ENSG00000130023
ERMN	ENSG00000136541
ERMP1	ENSG00000099219
ERN1	ENSG00000178607
ERN2	ENSG00000134398
ERO1A	ENSG00000197930
ERO1B	ENSG00000086619
ERP27	ENSG00000139055
ERP29	ENSG00000089248
ERP44	ENSG00000023318
ERRFI1	ENSG00000116285
ERV3-1	ENSG00000213462
ERVFRD-1	ENSG00000244476
ERVW-1	ENSG00000242950
ESAM	ENSG00000149564
ESCO1	ENSG00000141446
ESCO2	ENSG00000171320
ESD	ENSG00000139684
ESF1	ENSG00000089048
ESM1	ENSG00000164283
ESPL1	ENSG00000135476
ESPN	ENSG00000187017
ESPNL	ENSG00000144488
ESR1	ENSG00000091831
